brand,product_name,clothing_type,fabric_composition,fiber_json,most_dominant_fiber,fs_bio_share,fs_biodeg_tier,source,country_of_brand,scraped_url,scraped_at,origin
OXGN,Ringer Raglan Graphic Slim Cropped T-Shirt,t-shirt,"tails: Flat Print Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'7"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/ringer-raglan-graphic-slim-cropped-t-shirt-993709-forest-green,2026-04-24T01:24:45.138233,live
OXGN,Graphic T-Shirt,t-shirt,"t Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'8"" Chest: 29","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/graphic-t-shirt-993714-mulberry,2026-04-24T01:24:46.252429,live
OXGN,Square Neck Sleeveless Dress,dress,etails: Side Taping Fabric: Interlock Material Composition: 55% Cotton 38% Polyester 7% Spandex Model's Body Measurements Height:,"{""cotton"": 55.0, ""polyester"": 38.0, ""elastane"": 7.0}",cotton,55.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/square-neck-sleeveless-dress-994381-scarlet,2026-04-24T01:24:48.672698,live
OXGN,Ringer Striped T-Shirt,t-shirt,"s Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'8"" Chest: 29","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/ringer-striped-t-shirt-995237-mulberry,2026-04-24T01:24:49.175339,live
OXGN,Raglan Polo Dress,dress,"ails: Contrast Trim Fabric: Interlock Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'7"" Chest: 32","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/raglan-polo-dress-994431-forest-green,2026-04-24T01:24:49.669585,live
OXGN,Jersey Boxy Lace Top,top,"nt, Lace overlay Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 5'7"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/jersey-boxy-lace-top-994318-butter-yellow,2026-04-24T01:24:50.708539,live
OXGN,Printed Barrel Trousers,pants,cket Fabric: Twill Weave (Bull twill) Material Composition: 100% Cotton Waist Height: High Waist Model's Body Measurements Height:,"{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/printed-barrel-trousers-994422-multi-color-combination,2026-04-24T01:24:51.366041,live
OXGN,Jersey Graphic Slim T-Shirt,t-shirt,"nt, Tri-Stripe Mesh Fabric: Interlock Material Composition: 100% Polyester Model's Body Measurements Height: 5'7"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/jersey-graphic-slim-t-shirt-995041-mulberry,2026-04-24T01:24:51.915975,live
OXGN,Jersey Graphic Boxy Top,top,"ails: Flat Print Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 5'7"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/jersey-graphic-boxy-top-994677-off-white,2026-04-24T01:24:52.546608,live
OXGN,Ringer Graphic Slim T-Shirt,t-shirt,"ails: Flat Print Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 5'7"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/ringer-graphic-slim-t-shirt-994643-multi-color-combination,2026-04-24T01:24:54.255443,live
OXGN,Raglan Jersey Graphic Slim T-Shirt,t-shirt,"at Print, Cut & Sew Fabric: Interlock Material Composition: 100% Polyester Model's Body Measurements Height: 5'7"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/raglan-jersey-graphic-slim-t-shirt-994652-off-white,2026-04-24T01:24:54.888481,live
OXGN,Ringer Graphic Semi Cropped T-Shirt,t-shirt,"t Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'7"" Chest: 32","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/ringer-graphic-semi-cropped-t-shirt-995272-off-white,2026-04-24T01:24:55.382492,live
OXGN,Smocked Graphic Cropped Top,top,"mocking, Flat Print Fabric: Interlock Material Composition: 100% Polyester Model's Body Measurements Height: 5'8"" Chest: 29"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-women-shop-online/products/smocked-graphic-cropped-top-993486-mulberry,2026-04-24T01:24:55.948084,live
OXGN,Textured Off-Shoulder Cropped Top,top,"elf Fabric Tie Fabric: Textured Weave Material Composition: 100% Polyester Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/textured-off-shoulder-cropped-top-994960-off-white,2026-04-24T01:24:57.034865,live
OXGN,Ringer Raglan Graphic Slim T-Shirt,t-shirt,"ect To Fabric Print Fabric: Interlock Material Composition: 60% Cotton 40% Polyester Model's Body Measurements Height: 5'9"" Chest:","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/ringer-raglan-graphic-slim-t-shirt-993920-black,2026-04-24T01:24:58.605121,live
OXGN,Cut And Sew Cropped Polo,polo,"ry, Piping Detail Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'9"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/cut-and-sew-cropped-polo-992826-amber-brown,2026-04-24T01:24:59.639455,live
OXGN,Raglan Graphic T-Shirt,t-shirt,"roidery, Taping Fabric: Single Jersey Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'8"" Chest: 29","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/raglan-graphic-t-shirt-994641-off-white,2026-04-24T01:25:01.321667,live
OXGN,Graphic Slim Cropped T-Shirt,t-shirt,"tails: Flat Print Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'8"" Chest: 2","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/graphic-slim-cropped-t-shirt-994038-dark-oak,2026-04-24T01:25:03.125086,live
OXGN,Paisley Slim Cropped Top,top,"s: All-Over Print Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'9"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/paisley-slim-cropped-top-992816-amber-brown,2026-04-24T01:25:04.659835,live
OXGN,Ringer Graphic Relaxed T-Shirt,t-shirt,"Details: Flat Print Fabric: Interlock Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'9"" Chest: 32","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/ringer-graphic-relaxed-t-shirt-992825-terracotta,2026-04-24T01:25:06.351907,live
OXGN,Rugby Graphic Boxy Polo,polo,"t, Contrast Trim Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-tops/products/rugby-graphic-boxy-polo-993918-off-white,2026-04-24T01:25:07.465326,live
OXGN,Mesh Sport Oversized T-Shirt,t-shirt,"ails: Flat Print Fabric: Heavy Jersey Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 6'0"" Chest: 34","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/products/mesh-sport-oversized-t-shirt-993355-black,2026-04-24T01:25:09.122602,live
OXGN,Mesh Boxy Sport Polo,polo,"Print & Embroidery Fabric: Knit Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 6'2"" Chest: 41"" Waist: 33","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/products/mesh-boxy-sport-polo-993300-multi-color-combination,2026-04-24T01:25:10.216095,live
OXGN,Graphic Boxy Shirt,shirt,"ls: Embroidery Fabric: Textured Weave Material Composition: 100% Cotton Model's Body Measurements Height: 6'0"" Chest: 34"" Waist: 27","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/products/graphic-boxy-shirt-993889-off-white,2026-04-24T01:25:10.832667,live
OXGN,Mesh Graphic Boxy T-Shirt,t-shirt,"int & Embroidery Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 6'2"" Chest: 41"" Waist: 33","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/products/mesh-graphic-boxy-t-shirt-994743-black,2026-04-24T01:25:11.950694,live
OXGN,Graphic Boxy T-Shirt,t-shirt,"t Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 6'2"" Chest: 41","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/products/graphic-boxy-t-shirt-994179-black,2026-04-24T01:25:14.249811,live
OXGN,Raglan Graphic Cropped T-Shirt,t-shirt,"Print, Cut & Sew Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'9"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-fashion-tops/products/raglan-graphic-cropped-t-shirt-994344-butter-yellow,2026-04-24T01:25:14.799657,live
OXGN,Graphic Mesh Slim Top,top,"blimation Print Fabric: Single Jersey Material Composition: 100% Polyester Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-fashion-tops/products/graphic-mesh-slim-top-991669-multi-color-combination,2026-04-24T01:25:16.878452,live
OXGN,Bucket Hat,jeans,s: Embroidery Material: Textured Knit Material Composition: 80% Cotton 20% Polyester Product Dimension SIZE Head Circumference Vis,"{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/products/bucket-hat-993718-denim-blue,2026-04-24T01:25:17.376374,live
OXGN,Washed Graphic Boxy T-Shirt,t-shirt,"ils: Flat Print Fabric: Single Jersey Material Composition: 50% Cotton 50% Polyester Model's Body Measurements Height: 6'2"" Chest:","{""cotton"": 50.0, ""polyester"": 50.0}",cotton,50.0,medium,philippine,PH,https://www.oxgnfashion.com/products/washed-graphic-boxy-t-shirt-995043-bone,2026-04-24T01:25:20.780849,live
OXGN,Cropped Muscle T-Shirt,t-shirt,"ails: Flat Print Fabric: French Terry Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 5'9"" Chest: 32","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-fashion-tops/products/cropped-muscle-t-shirt-992823-dark-oak,2026-04-24T01:25:22.939517,live
OXGN,Light Nylon Relaxed Jacket,jacket,"ntrast Side Panel Fabric: Plain Weave Material Composition: 100% Nylon Model's Body Measurements Height: 6'0"" Chest: 34"" Waist: 27","{""nylon"": 100.0}",nylon,0.0,low,philippine,PH,https://www.oxgnfashion.com/products/light-nylon-relaxed-jacket-993458-red,2026-04-24T01:25:25.111245,live
OXGN,Asymmetric Raglan Slim Cropped T-Shirt,t-shirt,"tails: Flat Print Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'9"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-fashion-tops/products/asymmetric-raglan-slim-cropped-t-shirt-992824-off-white,2026-04-24T01:25:25.660467,live
OXGN,Washed Graphic T-Shirt,t-shirt,"ils: Flat Print Fabric: Single Jersey Material Composition: 50% Cotton 50% Polyester Model's Body Measurements Height: 6'2"" Chest:","{""cotton"": 50.0, ""polyester"": 50.0}",cotton,50.0,medium,philippine,PH,https://www.oxgnfashion.com/products/washed-graphic-t-shirt-994684-black,2026-04-24T01:25:27.800087,live
OXGN,Denim Skater Shorts,shorts,"tch Pocket, Woven Patch Fabric: Denim Material Composition: 80% Cotton 20% Polyester Waist Height: Mid Rise Model's Body Measureme","{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/products/denim-skater-shorts-993422-blue,2026-04-24T01:25:31.367124,live
OXGN,Loose Runner Shorts,shorts,"Sew, Woven Patch Fabric: Plain Weave Material Composition: 100% Nylon Waist Height: Mid Waist Model's Body Measurements Height: 6","{""nylon"": 100.0}",nylon,0.0,low,philippine,PH,https://www.oxgnfashion.com/products/loose-runner-shorts-993299-red,2026-04-24T01:25:36.488163,live
OXGN,Balloon Cargo Jeans,jeans,"tch Pocket, Woven Patch Fabric: Denim Material Composition: 80% Cotton 20% Polyester Waist Height: Mid Waist Model's Body Measurem","{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/products/balloon-cargo-jeans-993298-blue,2026-04-24T01:25:37.020340,live
OXGN,Loose Swim Shorts,swimwear,Side Slit Pocket Fabric: Plain Weave Material Composition: 100% Nylon Waist Height: Mid Waist Model's Body Measurements Height: 6,"{""nylon"": 100.0}",nylon,0.0,low,philippine,PH,https://www.oxgnfashion.com/products/loose-swim-shorts-993357-black,2026-04-24T01:25:39.126825,live
OXGN,Wide Leg Jeans,jeans,"tch Pocket, Woven Patch Fabric: Denim Material Composition: 80% Cotton 20% Polyester Waist Height: Mid Rise Model's Body Measureme","{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/products/wide-leg-jeans-993421-blue,2026-04-24T01:25:39.669794,live
OXGN,Washed Graphic Oversized T-Shirt,t-shirt,"nt, Woven Patch Fabric: Single Jersey Material Composition: 50% Cotton 50% Polyester Model's Body Measurements Height: 6'0"" Chest:","{""cotton"": 50.0, ""polyester"": 50.0}",cotton,50.0,medium,philippine,PH,https://www.oxgnfashion.com/products/washed-graphic-oversized-t-shirt-995347-pink,2026-04-24T01:25:40.804271,live
OXGN,Panelled Slim T-Shirt,t-shirt,"tails: Logo Print Fabric: Ribbed Knit Material Composition: 90% Cotton 10% Spandex Model's Body Measurements Height: 5'7"" Chest: 3","{""cotton"": 90.0, ""elastane"": 10.0}",cotton,90.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-fashion-tops/products/panelled-slim-t-shirt-986334-black,2026-04-24T01:25:42.435521,live
OXGN,Button Down Slim Cropped Shirt,shirt,"Trim Fabric: Twill Weave (Bull twill) Material Composition: 100% Cotton Model's Body Measurements Height: 5'8"" Chest: 29"" Waist: 24","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/button-down-slim-cropped-shirt-990323-beige,2026-04-24T01:25:45.934062,live
OXGN,Princess Cut Zip-Up Slim Cropped Shirt,shirt,"n Details: Zipper Fabric: Twill Weave Material Composition: 100% Cotton Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/princess-cut-zip-up-slim-cropped-shirt-993112-beige,2026-04-24T01:25:46.432285,live
OXGN,Backless Shirt,shirt,"bric Tie Fabric: Plain Weave (Poplin) Material Composition: 97% Cotton 3% Spandex Model's Body Measurements Height: 5'6"" Chest: 29","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/backless-shirt-990328-black,2026-04-24T01:25:48.172140,live
OXGN,Smocking Plaid Cropped Shirt,shirt,"ils: Button-Front Fabric: Plain Weave Material Composition: 97% Cotton 3% Spandex Model's Body Measurements Height: 5'9"" Chest: 32","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/smocking-plaid-cropped-shirt-992415-red,2026-04-24T01:25:55.597071,live
OXGN,Textured Cropped Shirt,shirt,": Button-Front Fabric: Textured Weave Material Composition: 100% Polyester Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/textured-cropped-shirt-994963-off-white,2026-04-24T01:25:57.519519,live
OXGN,Halter Backless Plaid Slim Cropped Top,top,"bric Tie, Ruching Fabric: Twill Weave Material Composition: 50% Cotton 50% Polyester Model's Body Measurements Height: 5'6"" Chest:","{""cotton"": 50.0, ""polyester"": 50.0}",cotton,50.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/halter-backless-plaid-slim-cropped-top-990327-multi-color-combination,2026-04-24T01:25:58.035708,live
OXGN,Denim Cropped Shirt,shirt,ch Pocket Fabric: Twill Weave (Denim) Material Composition: 70% Cotton 28% Polyester 2% Spandex Model's Body Measurements Height:,"{""cotton"": 70.0, ""polyester"": 28.0, ""elastane"": 2.0}",cotton,70.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/denim-cropped-shirt-992221-denim-blue,2026-04-24T01:25:59.150044,live
OXGN,Zip-Up Boxy Denim Vest,jeans,"Print, Zipper Fabric: Woven Jacquard Material Composition: 80% Cotton 20% Polyester Model's Body Measurements Height: 5'9"" Chest:","{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/zip-up-boxy-denim-vest-993762-light-blue,2026-04-24T01:26:11.285601,live
OXGN,Backless Plaid Shirt,shirt,", Self Fabric Tie Fabric: Plain Weave Material Composition: 50% Cotton 50% Polyester Model's Body Measurements Height: 5'6"" Chest:","{""cotton"": 50.0, ""polyester"": 50.0}",cotton,50.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/backless-plaid-shirt-993035-multi-color-combination,2026-04-24T01:26:12.182335,live
OXGN,Denim Slim Cropped Waistcoat,jeans,rast Trim Fabric: Twill Weave (Denim) Material Composition: 70% Cotton 28% Polyester 2% Spandex Model's Body Measurements Height:,"{""cotton"": 70.0, ""polyester"": 28.0, ""elastane"": 2.0}",cotton,70.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/denim-slim-cropped-waistcoat-993022-denim-blue,2026-04-24T01:26:12.713547,live
OXGN,Boxy Shirt,shirt,"ails: Patch Pocket Fabric: Bull Twill Material Composition: 100% Cotton Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-shirts/products/boxy-shirt-991528-off-white,2026-04-24T01:26:13.316953,live
OXGN,Polo Dress,dress,"g Detail, Cut & Sew Fabric: Interlock Material Composition: 60% Cotton 40% Polyester Model's Body Measurements Height: 5'9"" Chest:","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/polo-dress-993753-amber-brown,2026-04-24T01:26:15.066179,live
OXGN,Textured Dress,dress,"d, With Lining Fabric: Textured Weave Material Composition: 100% Polyester Model's Body Measurements Height: 5'9"" Chest: 32"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/textured-dress-994839-off-white,2026-04-24T01:26:18.222091,live
OXGN,Jersey Dress,dress,"Print, Side Slit Fabric: Ribbed Knit Material Composition: 95% Cotton 5% Spandex Model's Body Measurements Height: 5'6"" Chest: 29","{""cotton"": 95.0, ""elastane"": 5.0}",cotton,95.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/jersey-dress-991653-navy-blue,2026-04-24T01:26:20.463546,live
OXGN,Smocking Plaid Dress,dress,"Details: Smocking Fabric: Plain Weave Material Composition: 97% Cotton 3% Spandex Model's Body Measurements Height: 5'9"" Chest: 32","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/smocking-plaid-dress-992413-red,2026-04-24T01:26:22.405192,live
OXGN,Slim Denim Dress,dress,"m, Taping Fabric: Twill Weave (Denim) Material Composition: 80% Cotton 20% Polyester Model's Body Measurements Height: 5'8"" Chest:","{""cotton"": 80.0, ""polyester"": 20.0}",cotton,80.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/slim-denim-dress-994307-light-blue,2026-04-24T01:26:26.573743,live
OXGN,Princess Cut Polo Dress,dress,"s: Front Zip Detail Fabric: Interlock Material Composition: 60% Cotton 40% Polyester Model's Body Measurements Height: 5'6"" Chest:","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/princess-cut-polo-dress-986690-butter-yellow,2026-04-24T01:26:27.690519,live
OXGN,Mesh Tulle Dress,dress,"d All-Over Print Fabric: Knitted Mesh Material Composition: 100% Polyester Model's Body Measurements Height: 5'8"" Chest: 31"" Waist: 24","{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/mesh-tulle-dress-990340-multi-color-combination,2026-04-24T01:26:31.415910,live
OXGN,Button Down Washed Slim Shirt Dress,dress,"etails: Cut & Sew Fabric: Twill Weave Material Composition: 100% Cotton Model's Body Measurements Height: 5'8"" Chest: 29"" Waist: 24","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/button-down-washed-slim-shirt-dress-990321-beige,2026-04-24T01:26:37.593705,live
OXGN,Zip-Up Ribbed Slim Dress,dress,"ry, Gunmetal Zipper Fabric: Flat Knit Material Composition: 70% Rayon 30% Polyester Model's Body Measurements Height: 5'8"" Chest:","{""rayon"": 70.0, ""polyester"": 30.0}",rayon,70.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/zip-up-ribbed-slim-dress-991263-slate-gray,2026-04-24T01:26:40.008948,live
OXGN,Denim Dress,dress,al Buckle Fabric: Twill Weave (Denim) Material Composition: 61% Cotton 33% Polyester 6% Rayon Model's Body Measurements Height: 5',"{""cotton"": 61.0, ""polyester"": 33.0, ""rayon"": 6.0}",cotton,67.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/denim-dress-994433-light-blue,2026-04-24T01:26:40.636478,live
OXGN,Asymmetric Slim Bodycon Dress,dress,"s: Asymmetrical Fabric: Single Jersey Material Composition: 95% Rayon 5% Spandex Model's Body Measurements Height: 5'8"" Chest: 31","{""rayon"": 95.0, ""elastane"": 5.0}",rayon,95.0,high,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/asymmetric-slim-bodycon-dress-992105-black,2026-04-24T01:26:46.438290,live
OXGN,Denim Button-Down Dress,dress,Sew Panel Fabric: Twill Weave (Denim) Material Composition: 70% Cotton 28% Polyester 2% Spandex Model's Body Measurements Height:,"{""cotton"": 70.0, ""polyester"": 28.0, ""elastane"": 2.0}",cotton,70.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/ladies-dresses/products/denim-button-down-dress-991526-denim-blue,2026-04-24T01:26:49.317868,live
OXGN,Tank Top,top,tails: Embroidery Fabric: Ribbed Knit Material Composition: 64% Polyester 33% Cotton 3% Spandex Model's Body Measurements Height: 6'2,"{""polyester"": 64.0, ""cotton"": 33.0, ""elastane"": 3.0}",polyester,33.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/tank-top-994707-white,2026-04-24T01:27:48.498111,live
OXGN,Raglan T-Shirt,t-shirt,"t Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 6'0"" Chest: 34","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/raglan-t-shirt-994326-bottle-green,2026-04-24T01:27:50.368261,live
OXGN,Nylon Shorts,shorts,"Patch, Drawstring Fabric: Plain Weave Material Composition: 100% Nylon Model's Body Measurements Height: 6'2"" Chest: 41"" Waist: 33","{""nylon"": 100.0}",nylon,0.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/nylon-shorts-994372-black,2026-04-24T01:27:53.118518,live
OXGN,Logo T-Shirt,t-shirt,"g Fabric: Jersey Knit (Single Jersey) Material Composition: 65% Polyester 35% Cotton Model's Body Measurements Height: 6'2"" Chest: 41","{""polyester"": 65.0, ""cotton"": 35.0}",polyester,35.0,low,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/logo-t-shirt-994280-black,2026-04-24T01:27:56.734724,live
OXGN,Straight Leg Jeans,jeans,ch Pocket Fabric: Twill Weave (Denim) Material Composition: 75% Cotton 25% Polyester Waist Height: Mid Waist Model's Body Measurem,"{""cotton"": 75.0, ""polyester"": 25.0}",cotton,75.0,medium,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/straight-leg-jeans-994720-blue,2026-04-24T01:27:57.926653,live
OXGN,Baggy Denim Shorts,shorts,ch Pocket Fabric: Twill Weave (Denim) Material Composition: 100% Cotton Waist Height: Mid Waist Model's Body Measurements Height: 6,"{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.oxgnfashion.com/collections/oxgn-fashion-new-casualwear-clothes-for-men-shop-online/products/baggy-denim-shorts-994703-light-blue,2026-04-24T01:27:58.467967,live
